time,ax,ay,az,wx,wy,wz,activity Label,activity
0.0,-0.7169189453125,0.6663818359375,-0.2479248046875,-11.402439024390246,-3.109756097560976,-10.091463414634148,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.0,-0.7152099609375,0.6688232421875,-0.2484130859375,-4.573170731707317,-2.957317073170732,-10.27439024390244,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.001,-0.713623046875,0.6708984375,-0.248291015625,-5.3048780487804885,-2.591463414634146,-10.701219512195124,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.002,-0.711181640625,0.6427001953125,-0.2490234375,-6.829268292682928,-1.6463414634146345,-11.3109756097561,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.116,-0.7103271484375,0.6412353515625,-0.248046875,-15.975609756097562,-0.8841463414634148,-11.676829268292684,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.117,-0.7073974609375,0.671142578125,-0.2464599609375,-17.59146341463415,8.201219512195122,-4.5426829268292686,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.117,-0.706298828125,0.6695556640625,-0.2462158203125,-18.8719512195122,9.176829268292684,-5.121951219512195,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.117,-0.7327880859375,0.663818359375,-0.248046875,-13.079268292682928,10.51829268292683,-6.585365853658537,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.117,-0.7294921875,0.640625,-0.290771484375,-13.201219512195124,3.963414634146342,-7.560975609756098,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.209,-0.7064208984375,0.6732177734375,-0.2706298828125,-21.189024390243905,7.469512195121952,-11.890243902439025,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.209,-0.7144775390625,0.719482421875,-0.27294921875,-41.82926829268293,16.402439024390244,-14.756097560975611,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.21,-0.7515869140625,0.7261962890625,-0.273681640625,-65.09146341463415,16.03658536585366,-26.00609756097561,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.211,-0.7540283203125,0.7235107421875,-0.2694091796875,-80.91463414634147,7.286585365853659,-20.30487804878049,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.213,-0.7545166015625,0.678466796875,-0.2864990234375,-101.67682926829268,5.5182926829268295,-23.201219512195124,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.314,-0.756103515625,0.6905517578125,-0.238037109375,-111.70731707317074,4.51219512195122,-33.04878048780488,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.315,-0.7586669921875,0.646728515625,-0.2550048828125,-114.1158536585366,11.585365853658535,-28.44512195121952,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.315,-0.7630615234375,0.62451171875,-0.230224609375,-125.06097560975611,11.128048780487806,-30.39634146341464,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.316,-0.735595703125,0.638671875,-0.18310546875,-116.09756097560977,10.792682926829269,-39.39024390243903,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.317,-0.7413330078125,0.5909423828125,-0.192138671875,-118.8719512195122,10.731707317073171,-39.81707317073171,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.42,-0.74462890625,0.6051025390625,-0.171142578125,-100.79268292682929,9.451219512195122,-39.08536585365854,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.42,-0.7489013671875,0.5985107421875,-0.159423828125,-94.54268292682929,9.26829268292683,-30.670731707317078,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.42,-0.7843017578125,0.5946044921875,-0.1192626953125,-76.00609756097562,8.963414634146343,-29.39024390243903,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.421,-0.791259765625,0.5616455078125,-0.110107421875,-60.060975609756106,8.658536585365855,-34.359756097560975,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.421,-0.794189453125,0.5606689453125,-0.1365966796875,-57.59146341463415,8.628048780487806,-31.402439024390247,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.424,-0.7967529296875,0.5572509765625,-0.1312255859375,-42.65243902439025,8.932926829268293,-26.00609756097561,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.526,-0.796630859375,0.556640625,-0.131591796875,-32.713414634146346,9.23780487804878,-14.451219512195124,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.526,-0.7947998046875,0.561279296875,-0.1339111328125,-18.56707317073171,10.0,-17.865853658536587,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.526,-0.791748046875,0.5994873046875,-0.1385498046875,-11.03658536585366,10.670731707317074,-16.00609756097561,5,Typing_25_07_2022_01_16_55_pm_esense.csv
0.527,-0.793701171875,0.6075439453125,-0.111083984375,-3.75,4.664634146341464,-6.615853658536586,5,Typing_25_07_2022_01_16_55_pm_esense.csv
