time,ax,ay,az,wx,wy,wz,activity Label,activity
0.0,-0.810791015625,0.490966796875,-0.1827392578125,-19.481707317073173,-17.957317073170735,-6.890243902439025,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.001,-0.8084716796875,0.4940185546875,-0.22216796875,-16.70731707317073,-17.98780487804878,1.6463414634146345,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.002,-0.8052978515625,0.486328125,-0.229736328125,-7.01219512195122,-18.353658536585368,10.48780487804878,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.003,-0.8045654296875,0.486083984375,-0.228271484375,-4.725609756097561,-18.201219512195124,5.426829268292684,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.097,-0.804931640625,0.4884033203125,-0.2254638671875,-8.506097560975611,-16.52439024390244,5.335365853658537,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.098,-0.807373046875,0.4971923828125,-0.2279052734375,0.1219512195121951,-6.7682926829268295,5.121951219512195,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.099,-0.8031005859375,0.499755859375,-0.2296142578125,-8.75,-4.115853658536586,10.914634146341465,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.1,-0.79931640625,0.53369140625,-0.231689453125,-8.506097560975611,-8.871951219512196,9.725609756097562,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.101,-0.8231201171875,0.5343017578125,-0.2340087890625,0.5182926829268293,-2.5,-0.3048780487804878,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.102,-0.819580078125,0.497802734375,-0.234375,1.8902439024390243,10.792682926829269,-2.164634146341464,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.202,-0.8212890625,0.485107421875,-0.2105712890625,3.5975609756097566,18.719512195121958,2.25609756097561,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.203,-0.799072265625,0.5091552734375,-0.25048828125,-2.408536585365854,14.847560975609758,-8.353658536585366,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.204,-0.8465576171875,0.50390625,-0.2354736328125,9.878048780487806,25.000000000000004,-3.932926829268293,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.204,-0.858154296875,0.5015869140625,-0.2479248046875,4.878048780487806,24.69512195121952,-4.481707317073171,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.205,-0.8345947265625,0.464599609375,-0.2939453125,9.329268292682928,15.182926829268292,-10.731707317073171,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.307,-0.8367919921875,0.461669921875,-0.2733154296875,12.53048780487805,13.353658536585368,-8.78048780487805,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.308,-0.839599609375,0.458740234375,-0.3167724609375,25.152439024390247,17.77439024390244,1.3414634146341464,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.413,-0.839111328125,0.4573974609375,-0.323974609375,20.701219512195124,6.707317073170732,2.317073170731708,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.415,-0.8424072265625,0.4561767578125,-0.3023681640625,32.6829268292683,10.152439024390246,2.378048780487805,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.519,-0.879638671875,0.460693359375,-0.3094482421875,27.6219512195122,-0.3048780487804878,2.103658536585366,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.52,-0.8807373046875,0.468017578125,-0.34423828125,31.00609756097561,2.774390243902439,3.2012195121951224,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.622,-0.8427734375,0.4676513671875,-0.3101806640625,40.0,-8.140243902439025,-3.3231707317073176,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.623,-0.82958984375,0.46484375,-0.3056640625,41.40243902439025,-11.189024390243905,3.719512195121952,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.728,-0.84912109375,0.468017578125,-0.3031005859375,42.59146341463415,-4.786585365853659,1.7378048780487807,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.729,-0.8121337890625,0.5009765625,-0.3004150390625,41.737804878048784,-4.207317073170732,-8.353658536585366,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.832,-0.8460693359375,0.5025634765625,-0.2999267578125,40.15243902439025,-11.615853658536588,-9.23780487804878,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.834,-0.8489990234375,0.5052490234375,-0.2996826171875,27.89634146341464,-4.573170731707317,-9.207317073170731,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.938,-0.8482666015625,0.50732421875,-0.3016357421875,32.04268292682927,-5.7926829268292686,-8.658536585365855,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.939,-0.849609375,0.5068359375,-0.29833984375,25.60975609756098,-6.981707317073171,0.3353658536585366,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.94,-0.85107421875,0.5052490234375,-0.326416015625,13.689024390243905,-7.804878048780488,2.0121951219512195,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.941,-0.8525390625,0.50341796875,-0.3189697265625,7.25609756097561,-15.884146341463415,3.810975609756098,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.941,-0.8515625,0.4659423828125,-0.3128662109375,11.03658536585366,-16.158536585365855,-2.530487804878049,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
0.942,-0.8470458984375,0.467041015625,-0.295166015625,10.792682926829269,-9.51219512195122,8.384146341463415,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
1.043,-0.810546875,0.468505859375,-0.295654296875,4.634146341463415,2.774390243902439,-0.9756097560975612,6,Knocking_25_07_2022_02_14_04_pm_esense.csv
