time,ax,ay,az,wx,wy,wz,activity Label,activity
0.0,-0.73583984375,-0.6080322265625,-0.4803466796875,226.46341463414637,214.26829268292684,12.591463414634147,4,Chopping
0.0,-0.7484130859375,-0.607666015625,-0.4267578125,182.07317073170734,161.46341463414635,19.146341463414636,4,Chopping
0.0,-0.7840576171875,-0.60888671875,-0.3978271484375,146.46341463414635,130.64024390243904,19.29878048780488,4,Chopping
0.0,-0.742431640625,-0.5841064453125,-0.4117431640625,107.37804878048782,93.9329268292683,13.079268292682928,4,Chopping
0.0,-0.762451171875,-0.5911865234375,-0.3826904296875,83.53658536585367,60.1219512195122,12.926829268292684,4,Chopping
0.039,-0.71435546875,-0.6363525390625,-0.3345947265625,53.14024390243903,28.14024390243903,12.225609756097562,4,Chopping
0.039,-0.72802734375,-0.6202392578125,-0.310546875,36.737804878048784,11.890243902439025,19.05487804878049,4,Chopping
0.039,-0.68359375,-0.6639404296875,-0.326416015625,25.426829268292686,1.981707317073171,17.682926829268293,4,Chopping
0.04,-0.673095703125,-0.671142578125,-0.3167724609375,17.347560975609756,-4.908536585365854,15.914634146341465,4,Chopping
0.042,-0.692626953125,-0.646728515625,-0.2757568359375,8.140243902439025,-17.652439024390244,5.0304878048780495,4,Chopping
0.149,-0.688232421875,-0.6514892578125,-0.2686767578125,3.4756097560975614,-18.323170731707318,10.335365853658537,4,Chopping
0.149,-0.6552734375,-0.6920166015625,-0.291259765625,-8.414634146341465,-17.04268292682927,-0.48780487804878053,4,Chopping
0.149,-0.6533203125,-0.6961669921875,-0.2886962890625,-9.176829268292684,-15.823170731707318,-2.073170731707317,4,Chopping
0.15,-0.6519775390625,-0.697509765625,-0.2880859375,-9.420731707317074,-5.396341463414634,2.408536585365854,4,Chopping
0.151,-0.6539306640625,-0.697998046875,-0.2877197265625,-9.817073170731708,-11.646341463414634,0.30487804878048785,4,Chopping
0.155,-0.6556396484375,-0.70166015625,-0.28564453125,-10.335365853658537,-10.609756097560977,-9.085365853658537,4,Chopping
0.259,-0.655029296875,-0.6722412109375,-0.2860107421875,-10.03048780487805,-10.365853658536587,-9.756097560975611,4,Chopping
0.26,-0.65625,-0.6773681640625,-0.2855224609375,-8.78048780487805,-10.03048780487805,-10.579268292682928,4,Chopping
0.26,-0.688720703125,-0.677490234375,-0.2872314453125,0.030487804878048783,-10.51829268292683,-11.250000000000002,4,Chopping
0.26,-0.6898193359375,-0.6741943359375,-0.291015625,0.24390243902439027,-11.310975609756099,-11.402439024390246,4,Chopping
0.262,-0.690673828125,-0.672119140625,-0.2918701171875,-8.841463414634147,-4.085365853658537,-10.548780487804878,4,Chopping
0.37,-0.6903076171875,-0.6719970703125,-0.29248046875,-10.975609756097562,-4.237804878048781,-9.420731707317074,4,Chopping
0.37,-0.68994140625,-0.6748046875,-0.2896728515625,-4.51219512195122,-4.481707317073171,-7.926829268292684,4,Chopping
0.371,-0.6876220703125,-0.677001953125,-0.288818359375,-5.396341463414634,-4.664634146341464,1.7987804878048783,4,Chopping
0.371,-0.6536865234375,-0.675048828125,-0.290283203125,-5.0,-4.51219512195122,2.408536585365854,4,Chopping
0.371,-0.6512451171875,-0.6734619140625,-0.2911376953125,-4.847560975609756,-11.55487804878049,3.3231707317073176,4,Chopping
0.373,-0.64990234375,-0.672119140625,-0.29150390625,-4.908536585365854,-10.853658536585368,3.810975609756098,4,Chopping
0.479,-0.6490478515625,-0.6727294921875,-0.2908935546875,-4.969512195121951,-9.451219512195122,3.689024390243903,4,Chopping
0.479,-0.649658203125,-0.6729736328125,-0.2923583984375,-4.420731707317073,-8.140243902439025,2.8658536585365857,4,Chopping
0.589,-0.6507568359375,-0.703125,-0.294921875,-4.0548780487804885,0.6402439024390244,2.347560975609756,4,Chopping
0.59,-0.65234375,-0.67578125,-0.2947998046875,-4.085365853658537,1.402439024390244,2.073170731707317,4,Chopping
0.591,-0.6541748046875,-0.675048828125,-0.266357421875,-11.402439024390246,1.7682926829268295,1.524390243902439,4,Chopping
0.591,-0.6556396484375,-0.6748046875,-0.2677001953125,-11.371951219512196,1.8902439024390245,0.7621951219512195,4,Chopping
0.591,-0.6893310546875,-0.6763916015625,-0.2684326171875,-11.615853658536587,1.5853658536585367,0.8841463414634148,4,Chopping
0.593,-0.687744140625,-0.677001953125,-0.269287109375,-11.463414634146343,0.6402439024390244,1.1585365853658538,4,Chopping
0.593,-0.6876220703125,-0.67724609375,-0.2705078125,-11.219512195121952,0.24390243902439027,0.9451219512195123,4,Chopping
0.594,-0.68896484375,-0.675048828125,-0.2706298828125,-10.670731707317074,-8.26219512195122,0.7621951219512195,4,Chopping
0.699,-0.6900634765625,-0.6734619140625,-0.2698974609375,-11.067073170731708,-9.542682926829269,0.853658536585366,4,Chopping
0.699,-0.6890869140625,-0.6746826171875,-0.269287109375,-4.024390243902439,-10.51829268292683,1.1585365853658538,4,Chopping
0.699,-0.6556396484375,-0.67626953125,-0.2672119140625,-4.0548780487804885,-11.676829268292684,1.676829268292683,4,Chopping
0.702,-0.6553955078125,-0.6766357421875,-0.2667236328125,-11.310975609756099,-4.298780487804878,1.981707317073171,4,Chopping
0.703,-0.6553955078125,-0.67529296875,-0.2962646484375,-10.945121951219512,-4.695121951219512,2.1951219512195124,4,Chopping
0.703,-0.6546630859375,-0.6729736328125,-0.2958984375,-10.914634146341465,-4.573170731707317,2.530487804878049,4,Chopping
0.809,-0.654541015625,-0.7015380859375,-0.295654296875,-11.49390243902439,-11.707317073170733,2.9268292682926833,4,Chopping
0.809,-0.655517578125,-0.7005615234375,-0.294189453125,-4.115853658536586,-11.189024390243903,3.1402439024390247,4,Chopping
0.919,-0.65576171875,-0.698974609375,-0.294189453125,-4.664634146341464,-10.670731707317074,3.689024390243903,4,Chopping
0.919,-0.6556396484375,-0.6993408203125,-0.2943115234375,-5.060975609756098,-10.091463414634147,3.689024390243903,4,Chopping
1.03,-0.6884765625,-0.69873046875,-0.2938232421875,-5.152439024390245,-8.963414634146343,3.4451219512195124,4,Chopping
1.03,-0.687744140625,-0.6990966796875,-0.29443359375,-5.152439024390245,-8.323170731707318,3.7500000000000004,4,Chopping
1.031,-0.6883544921875,-0.6990966796875,-0.296875,-4.085365853658537,0.6097560975609757,3.536585365853659,4,Chopping
1.031,-0.6903076171875,-0.6988525390625,-0.266845703125,-3.9939024390243905,1.524390243902439,3.2926829268292686,4,Chopping
1.031,-0.6912841796875,-0.69921875,-0.2679443359375,-11.55487804878049,2.1951219512195124,2.8658536585365857,4,Chopping
1.032,-0.6917724609375,-0.6988525390625,-0.26806640625,-11.067073170731708,2.774390243902439,2.225609756097561,4,Chopping
1.033,-0.6937255859375,-0.69775390625,-0.26953125,-10.060975609756099,3.4451219512195124,1.5853658536585367,4,Chopping
1.033,-0.694580078125,-0.6961669921875,-0.2706298828125,-9.695121951219512,3.810975609756098,1.2195121951219514,4,Chopping
1.034,-0.69580078125,-0.69482421875,-0.2723388671875,-9.481707317073171,-3.8719512195121957,0.48780487804878053,4,Chopping
1.036,-0.6964111328125,-0.694091796875,-0.2734375,-9.664634146341465,3.5975609756097566,0.27439024390243905,4,Chopping
1.14,-0.69580078125,-0.6944580078125,-0.275634765625,-9.908536585365855,1.7682926829268295,0.4573170731707317,4,Chopping
1.141,-0.69580078125,-0.694580078125,-0.275390625,-10.365853658536587,1.4329268292682928,0.6402439024390244,4,Chopping
1.249,-0.69482421875,-0.6954345703125,-0.274658203125,-10.640243902439025,0.701219512195122,1.1585365853658538,4,Chopping
1.249,-0.69384765625,-0.6959228515625,-0.2747802734375,-10.365853658536587,0.3658536585365854,1.2804878048780488,4,Chopping
1.251,-0.6920166015625,-0.6947021484375,-0.27587890625,-10.24390243902439,-7.896341463414635,1.402439024390244,4,Chopping
1.252,-0.6903076171875,-0.6929931640625,-0.2774658203125,-10.396341463414634,-7.987804878048781,1.25,4,Chopping
1.254,-0.6922607421875,-0.69482421875,-0.2767333984375,-10.792682926829269,0.030487804878048783,1.4634146341463417,4,Chopping
1.255,-0.693603515625,-0.69873046875,-0.2757568359375,-10.121951219512196,-7.957317073170732,2.5,4,Chopping
1.255,-0.6943359375,-0.6978759765625,-0.2764892578125,-9.176829268292684,0.1829268292682927,3.4451219512195124,4,Chopping
1.255,-0.6929931640625,-0.695556640625,-0.2757568359375,-8.963414634146343,0.8841463414634148,-3.414634146341464,4,Chopping
1.255,-0.69140625,-0.6947021484375,-0.2767333984375,-8.963414634146343,1.5548780487804879,-3.628048780487805,4,Chopping
1.36,-0.69189453125,-0.691650390625,-0.277099609375,-8.932926829268293,3.1707317073170733,2.5609756097560976,4,Chopping
1.36,-0.692138671875,-0.689697265625,-0.2786865234375,-9.115853658536587,-3.7195121951219514,1.6463414634146343,4,Chopping
1.36,-0.6934814453125,-0.689208984375,-0.280029296875,-9.603658536585368,-2.8963414634146343,0.9451219512195123,4,Chopping
1.36,-0.6954345703125,-0.690185546875,-0.279052734375,-10.152439024390246,-2.7439024390243905,0.8231707317073171,4,Chopping
1.361,-0.6976318359375,-0.690673828125,-0.2796630859375,-10.121951219512196,-3.5975609756097566,1.1890243902439026,4,Chopping
1.363,-0.6973876953125,-0.6905517578125,-0.2801513671875,-10.091463414634147,3.1707317073170733,1.4939024390243905,4,Chopping
1.469,-0.6971435546875,-0.6905517578125,-0.28125,-10.27439024390244,1.9512195121951221,1.981707317073171,4,Chopping
1.47,-0.6961669921875,-0.6900634765625,-0.3128662109375,-10.914634146341465,1.3414634146341464,2.4695121951219514,4,Chopping
1.473,-0.694091796875,-0.6927490234375,-0.2806396484375,-4.237804878048781,0.9756097560975611,2.7439024390243905,4,Chopping
1.474,-0.6923828125,-0.6929931640625,-0.2806396484375,-11.707317073170733,1.128048780487805,2.225609756097561,4,Chopping
1.579,-0.6939697265625,-0.69091796875,-0.28076171875,-11.52439024390244,1.7682926829268295,2.0121951219512195,4,Chopping
1.579,-0.6954345703125,-0.6890869140625,-0.3148193359375,-4.085365853658537,2.7439024390243905,2.774390243902439,4,Chopping
1.69,-0.6961669921875,-0.6884765625,-0.3177490234375,-4.908536585365854,3.5975609756097566,-3.689024390243903,4,Chopping
1.692,-0.6956787109375,-0.655517578125,-0.3199462890625,-6.036585365853659,-3.780487804878049,-1.4329268292682928,4,Chopping
1.692,-0.69580078125,-0.6556396484375,-0.3216552734375,-16.52439024390244,-2.774390243902439,8.506097560975611,4,Chopping
1.693,-0.695068359375,-0.6893310546875,-0.3214111328125,-12.01219512195122,-1.402439024390244,6.219512195121951,4,Chopping
1.694,-0.6923828125,-0.6903076171875,-0.3221435546875,-14.359756097560977,7.865853658536586,11.890243902439025,4,Chopping
